geneID	seqname	start	end	region_start	region_end	overlap_length	methylation_status
AlMed_G024985	chr16	19855789	19857848	19856733	19856904	171	increase
AlMed_G024985	chr16	19855789	19857848	19857550	19857578	28	decrease
AlMed_G023966	chr16	14967146	14972178	14967588	14967985	397	increase
AlMed_G023660	chr16	13353576	13358653	13355887	13356550	663	increase
AlMed_G023660	chr16	13353576	13358653	13357968	13358207	239	increase
AlMed_G022743	chr16	2805057	2805284	2802299	2805064	8	increase
AlMed_G024087	chr16	15588815	15591113	15589422	15590307	885	increase
AlMed_G023060	chr16	9286152	9286704	9286330	9286365	35	increase
AlMed_G023992	chr16	15126196	15127667	15126818	15127398	580	increase
AlMed_G024101	chr16	15659728	15663846	15662601	15662961	360	increase
AlMed_G024871	chr16	19388912	19394771	19390121	19390381	260	increase
AlMed_G024871	chr16	19388912	19394771	19394174	19394281	107	decrease
AlMed_G024871	chr16	19388912	19394771	19394620	19394760	140	increase
AlMed_G022992	chr16	8683747	8685287	8684014	8685268	1254	increase
AlMed_G022952	chr16	7969186	7972376	7969961	7971129	1168	increase
AlMed_G024143	chr16	15898518	15901774	15900940	15902118	834	increase
AlMed_G024415	chr16	17247822	17250738	17248611	17249576	965	increase
AlMed_G024561	chr16	17965387	17971980	17966308	17967430	1122	increase
AlMed_G022440	chr16	657941	660674	658246	658553	307	increase
AlMed_G022440	chr16	657941	660674	659224	659810	586	decrease
AlMed_G023938	chr16	14845803	14849220	14846656	14846894	238	decrease
AlMed_G022660	chr16	2157688	2165428	2160786	2161355	569	increase
AlMed_G022660	chr16	2157688	2165428	2162696	2162894	198	increase
AlMed_G022660	chr16	2157688	2165428	2163803	2164261	458	increase
AlMed_G022701	chr16	2443594	2444547	2444024	2444057	33	decrease
AlMed_G024371	chr16	16968216	16972650	16969679	16971405	1726	increase
AlMed_G024579	chr16	18055533	18058459	18057156	18057731	575	increase
AlMed_G023604	chr16	12975784	12984153	12978459	12979463	1004	increase
AlMed_G023604	chr16	12975784	12984153	12981440	12981804	364	increase
AlMed_G023604	chr16	12975784	12984153	12982243	12982541	298	decrease
AlMed_G023604	chr16	12975784	12984153	12975998	12977554	1556	increase
AlMed_G024206	chr16	16158414	16161511	16159431	16160082	651	increase
AlMed_G024206	chr16	16158414	16161511	16160769	16161329	560	increase
AlMed_G024476	chr16	17539569	17541095	17540440	17540775	335	increase
AlMed_G023166	chr16	10134138	10134499	10134108	10134807	362	increase
AlMed_G022336	chr16	97540	103822	98625	99710	1085	decrease
AlMed_G022336	chr16	97540	103822	102207	102320	113	decrease
AlMed_G023368	chr16	11620773	11623482	11622456	11622906	450	decrease
AlMed_G022409	chr16	487305	489083	488181	488521	340	decrease
AlMed_G023578	chr16	12831258	12833471	12831854	12832682	828	decrease
AlMed_G024766	chr16	18897736	18899984	18898018	18898693	675	increase
AlMed_G023522	chr16	12529410	12532916	12530389	12531776	1387	increase
AlMed_G025061	chr16	20235305	20236903	20236240	20236812	572	increase
AlMed_G023836	chr16	14399497	14403372	14400583	14402454	1871	increase
AlMed_G024369	chr16	16956906	16963737	16960451	16962482	2031	increase
AlMed_G022578	chr16	1625772	1627740	1627316	1627718	402	increase
AlMed_G024344	chr16	16837130	16837647	16837141	16839088	506	increase
AlMed_G024827	chr16	19151354	19154116	19151623	19151845	222	increase
AlMed_G024827	chr16	19151354	19154116	19152736	19153027	291	decrease
AlMed_G022522	chr16	1240098	1243093	1241489	1242310	821	increase
AlMed_G024139	chr16	15883877	15886327	15885013	15885949	936	increase
AlMed_G022620_AlMed_G022621	chr16	1940503	1943200	1941212	1941234	22	increase
AlMed_G022620_AlMed_G022621	chr16	1940503	1943200	1943113	1943830	87	increase
AlMed_G022836	chr16	3623381	3627484	3625163	3625408	245	decrease
AlMed_G022836	chr16	3623381	3627484	3626198	3626782	584	decrease
AlMed_G023868	chr16	14547914	14551571	14548532	14549196	664	increase
AlMed_G024012	chr16	15215928	15218936	15216209	15216696	487	increase
AlMed_G022497	chr16	1020595	1025310	1021632	1021750	118	increase
AlMed_G023483_AlMed_G023484	chr16	12277818	12280877	12277279	12278105	288	decrease
AlMed_G023483_AlMed_G023484	chr16	12277818	12280877	12280066	12280750	684	decrease
AlMed_G022604	chr16	1813755	1818303	1815817	1816120	303	increase
AlMed_G024612	chr16	18236050	18238999	18235999	18236525	476	increase
AlMed_G023409	chr16	11823142	11824006	11823618	11823935	317	decrease
AlMed_G023336	chr16	11419422	11420027	11419505	11420111	522	increase
AlMed_G022368	chr16	269745	272745	269916	270991	1075	decrease
AlMed_G024807	chr16	19071497	19077434	19072717	19073523	806	increase
AlMed_G024807	chr16	19071497	19077434	19075098	19075828	730	increase
AlMed_G025051	chr16	20193274	20196183	20194270	20195558	1288	increase
AlMed_G024399	chr16	17134340	17136777	17135952	17136582	630	increase
AlMed_G024359	chr16	16916698	16919474	16918057	16918773	716	increase
AlMed_G024177	chr16	16024023	16025688	16025245	16025434	189	increase
AlMed_G023647	chr16	13294636	13297677	13295611	13295717	106	increase
AlMed_G023647	chr16	13294636	13297677	13296852	13297221	369	increase
AlMed_G024756	chr16	18855852	18861398	18860195	18860998	803	increase
AlMed_G024756	chr16	18855852	18861398	18857583	18857995	412	increase
AlMed_G024472	chr16	17523741	17528653	17525552	17526038	486	increase
